amount,hour,user_age_days,transaction_count,is_fraud
17.306950234222324,0,71,4,0
0.432772786760233,16,145,3,0
19.048193146118344,16,359,2,0
22.656808887351076,13,209,4,0
2769.6721228425336,9,360,3,0
13.671017355180096,7,208,3,0
36.711669871566436,7,222,4,0
18.738429349846808,13,287,2,0
1.939914548152275,6,163,2,0
197.48164217929244,5,72,3,0
90.36581700142486,3,240,2,0
97.71586142054707,0,127,4,0
3.258363548673564,14,85,5,0
332.150646949429,14,15,2,0
1.2168893315511764,0,248,4,0
64.95626437130858,19,312,2,0
1605.0517076025276,2,283,2,0
2.770221690694856,22,2,1,0
6.47147812568164,4,74,1,0
24.515430366369728,4,64,8,0
7.337870601634563,3,261,8,0
0.9036376196896336,16,347,1,0
23.03756051074817,20,324,1,0
2.3998172114264533,19,239,5,0
51.78936717328833,13,337,2,0
3.1936087006473435,7,341,4,0
445.7992818539182,1,279,2,0
4.193322651766815,7,353,3,0
10.547374512627739,0,201,4,0
499.1615615554161,22,28,86,1
1.7130430787061177,18,286,2,0
181.0194841890452,22,24,21,1
274.3173117896955,4,162,6,0
0.8065684846730027,20,183,3,0
29.05724114325351,19,265,3,0
33.776509933323766,23,132,4,0
95.93258867957391,18,322,3,0
1.6923169701512208,11,120,5,0
1.4320210581343993,19,219,5,0
57.047435941133145,0,160,1,0
36.378187352592704,6,300,3,0
33.14810997546635,16,109,4,0
40.16100174789033,1,238,4,0
5.154914630680347,10,293,3,0
31.960711866556732,6,67,3,0
36.09466052834652,16,316,4,0
4.8128872501840085,2,187,3,0
838.445030602399,21,36,0,0
51.814282843257864,5,49,2,0
1.8540881383831915,21,256,3,0
74.6721514394648,10,107,5,0
2.859471048201253,17,8,5,0
96.9474624441552,17,236,6,0
203.8106054626332,21,178,3,0
3.8908800395728282,9,242,1,0
137.9308204654198,4,41,3,0
45.85855893832867,22,357,5,0
103.97186357488788,22,245,3,0
892.1068971980368,20,113,2,0
12.295382286092487,23,256,2,0
4.448325224458958,21,166,5,0
3.3904787674236734,14,342,8,0
3.9289783492768673,20,78,4,0
155.50686550425095,1,4,23,1
39.73784267369062,22,311,3,0
34.931241428716476,3,196,1,0
105.04265419239431,20,321,7,0
20.614687017137065,20,64,0,0
367.62674895821476,0,140,2,0
11.83056377839824,14,42,5,0
4630.121243225612,16,306,2,0
70.1990441982838,18,209,2,0
15.007591698963205,1,29,77,1
2.358946223556789,18,73,5,0
52.71736091825687,17,153,1,0
12.846538907589759,1,135,1,0
83.7638046014555,5,362,1,0
51.75262984665327,12,264,4,0
17.363011621480904,16,216,4,0
3.692901870881027,5,209,5,0
0.9707420990965739,20,204,1,0
8.223287726793943,21,110,5,0
111.36327314799665,4,31,4,0
30.820729159540598,6,12,2,0
1.6628324484945716,0,127,6,0
28.39922487617774,12,313,2,0
43.4076094834686,18,194,3,0
3.429056421631207,21,140,4,0
27.3153881500926,0,27,3,0
22.565392715945467,12,46,2,0
2.0422648331176205,10,135,4,0
41.08219108636644,6,317,1,0
61.6559077787714,19,58,1,0
175.2305413967409,2,13,0,0
165.2739010654143,0,100,1,0
1.2771886102715289,7,49,2,0
3.0782151127864044,16,291,3,0
56.264879717675754,12,94,6,0
56.124469944645206,13,95,3,0
56.26627725307331,4,145,2,0
44598.83342649428,23,72,3,0
62.9147742829272,21,10,1,0
194.6360258588499,22,162,3,0
135.36888412108686,23,214,2,0
572.2938216570534,4,18,77,1
10.691633403721548,21,224,4,0
91.64646849117105,5,29,3,0
4.28169761908012,20,302,3,0
12.507929291530099,7,203,2,0
7.608552201821853,12,77,3,0
23.659110879168672,17,59,3,0
2057.6444432072976,22,196,1,0
0.47973069472590674,3,322,6,0
79.24310301347086,16,107,7,0
0.7981715398787717,4,342,2,0
7.815713577616165,2,9,4,0
177.31028030354267,3,20,4,0
22.84106558858364,22,149,3,0
2.326838418314205,4,17,6,0
4.8037294331878195,13,12,4,0
544.2947542211964,0,24,75,1
4.661171151217494,19,67,1,0
30.966846955504675,16,133,1,0
22.0022270946034,5,53,1,0
5.456454963420877,9,206,7,0
1462.4789394856764,21,233,7,0
71.36717606294754,22,54,1,0
0.3498379704309074,15,68,1,0
223.06419926995605,22,26,23,1
5.346419424835072,13,344,1,0
110.48355314822633,19,169,1,0
4.116315730558994,11,161,2,0
15.967048295595859,8,15,6,0
55.14546753247556,14,191,3,0
113.46681193916933,11,15,3,0
1.8210389427617573,13,287,3,0
10.28819918607357,21,363,3,0
7.768750787760641,17,10,6,0
5.4376203790878925,19,57,4,0
686.0211653722118,5,199,3,0
45.148787380244386,3,161,4,0
1.6132198542792393,22,263,2,0
125.92970999510396,11,253,3,0
1400.1188348338683,12,119,2,0
158.36943835741562,18,80,4,0
0.9620008623452709,21,124,6,0
7.625758967546985,12,313,2,0
253.1095245402974,11,72,6,0
4.877637914468525,19,168,4,0
48.79553712363053,2,284,1,0
94.56317284390497,2,36,4,0
3.1460228155283065,13,312,1,0
17.83119208235257,17,175,2,0
0.03072942297903759,18,199,1,0
2.58887836273656,9,116,4,0
12.120081405132213,16,315,6,0
1.6560473293339135,14,220,0,0
525.7483140699057,18,66,5,0
1.1499485981079094,8,265,5,0
8.33039627108457,3,134,4,0
26.088149121655967,14,119,1,0
358.72159209201214,18,122,4,0
1.136866390877119,15,321,0,0
205.68122202096822,7,87,4,0
20.500845353272968,16,289,1,0
2.820693277735327,20,137,6,0
50.61292348507535,0,53,2,0
29.90780224923504,6,205,6,0
6.04702397272192,20,348,4,0
23.09472346437666,17,51,1,0
9.294035090619905,11,327,5,0
25.204805997052596,15,40,2,0
75.50971693066313,0,250,6,0
479.15955027384734,14,218,3,0
1.6893925092762079,6,179,0,0
1430.911237473963,16,39,1,0
0.40487552732802184,2,183,3,0
14.826702972096895,10,224,1,0
65.14622853646638,5,164,3,0
35.23302085951617,5,234,3,0
5.781140377440568,14,193,1,0
13.246793183930759,6,85,1,0
7.493216395720767,10,243,5,0
6.1797046935431394,16,173,2,0
109.85971064315642,22,37,3,0
41.018819432094865,17,87,3,0
5.0237708119192614,21,129,3,0
121.41321780958316,23,194,6,0
37.136452773084315,20,319,1,0
102.07667409193594,18,43,2,0
70.75743956428258,7,356,4,0
3.826727419050787,23,159,2,0
6.5511323961066115,19,105,5,0
89.53120379270192,7,229,2,0
68.0838838434303,20,217,2,0
19.263205240492958,10,264,5,0
25.39760216505253,20,49,2,0
258.61223859642433,2,352,3,0
6.152492118931049,22,123,4,0
59.99101268024501,13,303,6,0
13.404824709916792,8,25,2,0
12.995947700805454,0,131,5,0
180.82933826783864,0,224,7,0
104.67210955187498,11,99,4,0
102.20895252256595,10,352,4,0
273.4059301154543,20,290,8,0
20.94725650265232,0,197,4,0
78.56340003596821,19,109,2,0
10.799139843230515,11,348,3,0
38.41057087744087,16,220,2,0
15.482554768427322,14,264,3,0
24.385578926851178,1,208,3,0
66.04352873179069,17,319,2,0
3.9100831256685056,15,82,2,0
1319.1917947671186,3,25,0,0
2.6857640154512747,7,186,3,0
1.77113887951491,1,8,1,0
203.61312495214696,13,124,5,0
97.83920716136639,14,149,4,0
69.98210973039151,8,98,3,0
70.57606176574096,1,216,3,0
19.599547011400844,16,101,3,0
3.338398687118143,9,218,3,0
23.373645252607044,8,259,2,0
5.184516445050528,1,356,4,0
141.2087746914568,23,11,0,0
14.967560666069941,18,59,0,0
3.8535916380096107,16,250,1,0
10.561637332593328,10,140,3,0
45.87236695041398,16,335,2,0
6.504868486020872,9,38,3,0
3.8789294820086977,17,122,3,0
32.699978584143196,22,65,5,0
32.78375578374366,5,146,6,0
7.287158206638013,15,302,6,0
7.829693686687551,17,125,2,0
31.947689903358793,19,312,3,0
1.1094132999733561,17,191,4,0
10.729837051523317,23,9,56,1
4.773651651917417,2,361,6,0
13.10646600468323,14,296,2,0
37.40540195148839,19,182,0,0
384.02683536120315,9,159,2,0
111.64444757342783,20,353,2,0
14.5868864985434,4,308,3,0
19.335979519192815,14,287,5,0
2.704565499442522,22,162,4,0
19.355444085935986,13,263,8,0
11.276069335298164,14,217,3,0
38.29951070107639,9,181,1,0
3.840252474075086,23,91,1,0
56.75212090748842,8,17,1,0
430.7284417592009,11,125,6,0
128.0420664354955,23,24,52,1
44.854478751445235,4,355,5,0
79.86102874614778,23,214,2,0
9.00301081352769,9,239,6,0
31.44326980614152,7,180,1,0
20.597810867148183,21,172,3,0
24.418772398753845,19,143,8,0
4.280117370745452,15,317,2,0
21.094668873151566,11,244,3,0
54.38000779192449,8,232,2,0
365.8733428014912,9,172,3,0
136.80296133918458,15,277,5,0
1489.7519596125162,9,77,3,0
4.328862797826876,8,303,2,0
114.96655654781432,2,331,6,0
28.982262689777293,18,49,1,0
1602.9578638165458,10,248,3,0
3.9884529715572707,5,283,1,0
3.7455044804920603,5,287,5,0
6.057000491302342,14,32,3,0
0.2871382566815789,14,158,2,0
7.018081967051441,12,18,4,0
4.400572635520341,21,63,7,0
27.134000512542233,4,128,2,0
39.785875069750425,13,16,0,0
856.0610369362768,20,163,2,0
134.40366221913644,1,251,2,0
6.335651746028329,22,137,4,0
3.3306605820375537,11,318,1,0
53.722845696719936,19,295,3,0
1.4326610454760829,13,179,2,0
782.8315444905734,18,229,5,0
212.48687918418585,23,180,4,0
7.858916097029475,19,72,4,0
0.6529406394633689,14,318,0,0
301.1910401576798,19,83,6,0
15.973327652509074,23,136,1,0
238.80149069657296,16,218,5,0
0.8279062815069809,13,109,8,0
6.0572139739286115,22,119,4,0
20.297290402640584,17,18,8,0
22.064305952103698,21,332,4,0
8.165100680125548,23,154,2,0
69.80459682524175,4,11,8,0
2.3744341138289453,21,138,4,0
15.108251174207513,11,62,1,0
25.548823367171927,9,71,4,0
56.197803253377664,7,61,3,0
83.36509996847992,5,132,2,0
2.1185159422804687,14,61,6,0
0.9340471675203875,11,358,1,0
258.618407146044,5,269,3,0
39.0416109178889,11,12,7,0
4.495275367474352,14,35,3,0
446.8861888161284,11,51,5,0
25.313789039457227,8,43,3,0
212.42614353742027,18,228,2,0
22.989485582552796,20,111,1,0
1238.301361564748,1,322,3,0
672.28454763868,12,15,1,0
12.207758631911084,12,177,4,0
140.21008457128633,7,162,4,0
73.02135255781019,12,39,6,0
310.21422743902826,3,26,5,0
2.9158258170483817,5,112,3,0
79.2100290321092,5,51,1,0
166.8089213321626,20,98,3,0
0.5960212412645602,11,170,0,0
1.8841616513355237,11,56,2,0
0.34011742426206343,16,221,4,0
11.718705561883478,6,325,4,0
84.35925392188588,14,146,4,0
405.3350885658699,23,260,4,0
23.293854276897658,16,129,1,0
521.7721984226314,9,50,3,0
1.270991219152578,22,340,1,0
0.6658007158225402,19,326,2,0
17.973610561032224,5,20,3,0
43.29905879250798,8,174,4,0
18.81417365895174,14,283,3,0
0.3214593441455651,15,26,4,0
16.806402600424097,20,160,3,0
1.4785487006402933,7,10,7,0
76.65731983752242,15,82,0,0
41.81254826441609,4,256,3,0
3.06559116664232,17,105,2,0
7.186944853212864,19,140,1,0
2.4146949301891842,13,202,4,0
17.719076108189444,1,344,3,0
661.5241471813662,3,20,97,1
2.7970013792264643,22,46,5,0
55.04180740075445,2,217,1,0
6.955166489946098,13,55,3,0
4.113418092180138,6,78,4,0
16.215041191529263,14,159,4,0
2.533281138431626,16,344,5,0
6.6372743470064925,0,272,3,0
1.8298686984938526,8,148,4,0
1021.9320342207048,21,38,1,0
21.553260489963538,13,111,0,0
4.955752306538636,15,15,3,0
30.813713101698845,20,78,0,0
16.044143637930777,12,76,4,0
12.910756497491962,5,328,2,0
68.60280342063471,21,275,4,0
91.37897508396544,0,197,5,0
6.951779741993074,20,219,5,0
6.3494203083299965,3,63,3,0
11.587148612127889,2,361,5,0
0.20112225349566015,16,32,4,0
0.9700747734768241,1,233,3,0
309.12586834801834,18,110,1,0
539.1185154621302,19,165,0,0
12.206003500253358,22,194,4,0
63.631836952511755,21,7,5,0
37.43104008825107,7,139,7,0
9487.795969138908,14,343,4,0
188.5097675654909,5,287,5,0
15.551620058711734,22,301,2,0
2.971060972434438,19,56,0,0
0.8082429051006567,1,160,7,0
30.17239011872972,14,149,3,0
4.425124923812241,19,287,5,0
1.1682332686842667,11,257,4,0
5.5115959731015955,2,139,1,0
2.309206577919289,9,349,2,0
586.5648716906679,13,324,4,0
117.12942428604387,21,292,3,0
19.767807236855106,13,335,3,0
387.5668219931856,2,187,3,0
23.44686073359569,0,323,0,0
3.58741395935641,19,184,2,0
422.5248047491398,0,307,4,0
59.016678321250474,1,262,2,0
2.523148916113841,18,310,2,0
13.726422758338177,23,344,2,0
3.486029791945743,9,145,3,0
1.2641507313127802,3,261,4,0
128.04158514009785,3,2,1,0
914.9169361037441,12,314,2,0
1.22490691378409,8,12,6,0
61.925897795512235,6,261,1,0
5.466917130986399,15,362,0,0
7.581789339910926,17,169,6,0
6.142379154313685,2,148,3,0
3.5680472617648666,19,200,2,0
22.13241455513857,19,312,4,0
3.8117933242462,9,70,3,0
34.49842433550406,23,312,1,0
18.165492558437748,21,54,0,0
49.40308564504822,4,25,45,1
3.2702704107751055,2,351,4,0
6.337328699348127,10,28,3,0
813.3449659787383,3,28,37,1
54.698395443933464,15,120,4,0
2.843084375049886,7,133,4,0
24.49979158692683,8,90,3,0
90.26720776040915,14,16,3,0
0.7126174329515482,20,287,1,0
59.54428877137161,2,284,2,0
5.3374738652811295,3,230,1,0
62.87806263827644,12,137,5,0
4.364404207790596,11,295,3,0
0.5434790055939104,20,227,0,0
0.7748507291206082,8,27,2,0
22.11309337117875,13,332,3,0
33.76568342456797,18,117,3,0
3.2915768964781456,6,89,7,0
72.03736318593096,15,107,1,0
0.7239448058343262,21,221,2,0
17.598970441752723,19,223,5,0
1.7824121733420892,4,122,4,0
5.453882740109392,9,354,2,0
22.082762849466402,17,33,8,0
34.87456102743814,22,25,78,1
9.308136513062683,6,184,4,0
150.29283411782382,13,258,1,0
6.335801093536044,19,13,1,0
106.84553828986972,17,24,2,0
2.097164702257836,10,325,2,0
57.951610223667224,21,34,2,0
358.93353831786646,11,247,5,0
0.14323208385923136,17,343,2,0
4.0804590284433555,1,19,1,0
63.697432418322386,22,30,6,0
93.69862405369743,3,7,86,1
42.19457873282171,22,180,4,0
6.001621163016507,9,226,2,0
23.88330250808374,20,78,1,0
14.711735803008379,0,207,3,0
207.58982204249247,5,35,5,0
33.40954663718598,6,250,5,0
39.456757450749606,16,71,3,0
8.81316007759145,8,364,5,0
7.574501584879243,6,310,1,0
8.456062369934113,16,279,2,0
44.20793442081981,2,152,5,0
8.654081318184438,15,227,0,0
35.85739112268877,4,243,2,0
1275.127684508435,19,10,5,0
114.69190048489467,17,317,3,0
10.46412704366652,0,48,8,0
221.94460957642804,3,112,5,0
8.880423559042185,22,204,1,0
0.3408717165239723,10,157,2,0
2.6746736640683215,19,343,2,0
0.4763588405557622,8,26,1,0
9.944036571205276,7,308,1,0
20.83921937935419,7,166,5,0
574.1407782652907,4,249,3,0
38.62326238957564,11,262,3,0
12.959109049523654,0,264,1,0
105.51057262679517,14,17,0,0
0.2411657993274882,17,76,4,0
32.17626652092345,5,254,2,0
93.85306188192811,9,206,1,0
1.0437578399043432,13,34,4,0
197.84978604164846,20,147,3,0
39.527349115387885,7,326,2,0
8.753242229042831,2,338,2,0
71.20504924120667,21,228,3,0
1884.4395139887863,21,118,5,0
28.89684761540171,18,165,6,0
32.997809240150175,11,38,3,0
8.014706775450698,11,358,2,0
3.6704389545931932,14,296,2,0
105.70705467585265,6,137,4,0
3.6249204679216245,3,309,0,0
23.17635260169117,20,246,4,0
7.726725059055627,8,198,1,0
52.350403838683704,21,66,4,0
39.14701641926043,15,80,3,0
159.9849724308716,12,52,1,0
7.242505443676074,3,129,4,0
84.9672381640606,22,10,13,1
2.836221102513408,8,167,3,0
8.259908251030552,20,16,5,0
42.71717166385239,17,145,3,0
834.7696780469872,1,3,20,1
3.1761486665126983,14,102,5,0
114.34404477763441,5,82,4,0
302.25641626586105,10,99,3,0
45.918579001692194,7,159,3,0
857.1317366103558,20,40,4,0
4.273450590800503,16,155,1,0
1.6664416312122798,23,36,3,0
0.5726729473068027,16,247,2,0
400.2497082584987,23,4,3,0
74.3461071211919,17,281,5,0
69.1460280040718,0,23,90,1
199.61867026779393,23,14,56,1
2.114930402639217,1,249,2,0
2674.463181113588,1,12,1,0
26.00899302907499,9,283,3,0
24.997844201494317,2,216,4,0
85.75833202494745,7,319,4,0
52.56331607805748,19,311,1,0
31.430163365668925,6,82,3,0
4.133196543618373,11,14,5,0
51.5698249825015,18,56,2,0
866.1421087382837,14,342,2,0
296.1423030392084,13,282,4,0
486.0800164642036,15,199,4,0
7.225154711586667,13,348,5,0
2.775387451135162,2,166,4,0
15.618032244334806,17,292,2,0
22.453574557781696,21,146,1,0
179.17859340175121,5,78,2,0
0.6804987733733008,16,112,4,0
427.9903458581595,22,23,0,0
14.64331918088714,13,116,9,0
46.553709723858304,4,3,92,1
2.6532657757934706,19,197,5,0
0.7336572335290887,12,278,3,0
104.20302586652868,2,28,2,0
23.257692426751287,12,299,3,0
1.5220805784542584,23,76,3,0
1.5065804135187413,1,18,3,0
10.261823996920823,8,100,3,0
565.6882042765092,12,124,4,0
11.951027970010275,7,292,1,0
0.9937338087419286,15,125,5,0
12.28665693875801,23,7,2,0
11.641227132543833,2,23,6,0
0.09128459036254151,12,162,2,0
18.01870287309853,3,117,7,0
12.655994033423175,17,352,2,0
80.8352174119474,1,21,1,0
810.7114454599141,19,252,2,0
191.16368662985207,21,326,3,0
11.730855807736589,20,309,4,0
2.1966823128549304,14,84,1,0
3452.0364336234456,16,362,0,0
22.611008015590386,9,41,4,0
20.652958622176847,0,203,3,0
19.139415085851848,5,128,2,0
29.849542752160534,2,142,1,0
15.048512907081099,18,344,3,0
6.376861103478732,6,103,7,0
6.728028223000367,12,107,1,0
18.8119716970889,12,17,4,0
6.774397668076201,16,25,3,0
25.72619226010462,3,27,97,1
24.8500671656935,13,342,6,0
12.06182570692122,2,237,2,0
406.66346544244846,13,176,1,0
0.10006456845726183,23,291,2,0
178.21910206936957,0,293,0,0
242.78356926262214,15,311,3,0
0.3176578353955247,9,156,2,0
10.121124880070345,12,53,5,0
9.555513024743213,3,73,2,0
1.2031902978565434,8,183,3,0
4.239166309608355,13,189,5,0
2.1789613298608064,3,13,4,0
668.168833823859,9,47,1,0
130.49785453658495,7,160,5,0
255.4713294867622,22,284,2,0
85.05891449340567,2,53,4,0
2.099914138711269,22,287,6,0
7.035434613733696,6,8,2,0
53.45013282260163,9,72,1,0
1.7432381373934271,2,98,3,0
300.17900785088597,0,28,63,1
12.42051081005971,14,330,4,0
9.491136706999045,8,101,2,0
83.2559781928774,14,281,3,0
48.838875409900076,16,289,1,0
9.75780686150705,6,237,2,0
204.1101107343067,19,196,4,0
2.3114460972669137,17,97,5,0
68.84593719282641,14,96,2,0
65.77254591544225,17,261,3,0
10.814708669097037,23,121,2,0
38.56195021136262,22,273,1,0
1.6450534025216355,11,332,3,0
127.49205365908861,22,52,5,0
13.876485640836634,20,318,5,0
7.0607689285150625,7,163,2,0
163.69721177021373,1,190,4,0
4.910189908273065,1,277,2,0
1.2009073634470604,4,85,0,0
0.8929199470830259,0,194,5,0
67.4927309662907,21,181,3,0
1.5513744733701544,3,21,2,0
671.5499265415976,5,203,4,0
0.3122788264422867,22,202,1,0
597.5946830339067,12,151,2,0
30.631685111711306,18,159,3,0
16.553106303395925,10,310,3,0
6.754181714888522,12,26,4,0
44.62401775227897,7,309,6,0
18.629206575196584,6,66,3,0
182.4732823153179,12,263,2,0
25.24063756164519,0,167,1,0
27.129006958516207,5,288,3,0
9.706304041225353,6,154,4,0
17.923429230671193,15,343,3,0
37.173774934339775,14,206,2,0
0.6568255733543952,19,153,6,0
1.3547665555857564,1,184,0,0
88.81256946810872,22,159,7,0
28.268012817485147,15,194,4,0
13.902008516595075,16,2,5,0
20.83986765069898,23,215,1,0
40.252149683468886,14,175,1,0
6.824237678544571,2,75,2,0
4.235030581432312,3,285,3,0
29.716145279079974,11,127,3,0
2.8384395438333834,4,49,1,0
45.445123058782976,16,32,0,0
0.6668652960059904,5,158,3,0
157.32461380508798,9,15,3,0
51.68641416258562,21,318,3,0
300.9706811338519,22,22,49,1
143.36329999371,9,243,3,0
561.6893218400461,5,17,3,0
152.7404583086693,23,22,6,0
0.5057319654136102,5,244,0,0
11.885108146655655,3,14,37,1
5.756691081422008,14,144,3,0
21.16147053210757,3,8,7,0
56.5609060616892,15,167,3,0
4.704466486335812,21,287,5,0
29.181458623835685,23,268,1,0
4.43369860509992,7,289,5,0
5.911883004866288,6,186,3,0
1.2052389021090475,18,12,1,0
3.1693721482326636,16,281,1,0
1.3453185010398658,20,304,3,0
2.8526645691553223,12,83,4,0
165.22093747437532,14,55,2,0
3.0077798713305692,1,131,7,0
3884.556618104495,9,125,4,0
53.873343549042865,12,325,1,0
29.06899805631445,17,51,4,0
3.6084720923564055,22,27,4,0
81.50136420496737,10,165,4,0
6.351711775517078,12,281,4,0
25.636564399383946,18,33,2,0
3361.5890628735347,23,62,3,0
16.57474581568471,23,145,2,0
200.04586246227285,21,171,3,0
4.921666288783324,4,286,1,0
18.728061593074806,2,297,3,0
693.3960046546457,18,117,0,0
5.732007878401764,22,4,1,0
4042.637139140722,0,16,31,1
82.72351237824432,4,60,3,0
6.52125243149416,11,287,2,0
71.15178969938268,13,345,3,0
140.48614885519217,5,229,4,0
69.65955832192905,21,100,2,0
0.8689675990142945,8,119,2,0
4.69137468045997,16,69,4,0
12.243102643357485,7,152,6,0
17.307382451837547,12,280,1,0
69.50121226644984,4,221,3,0
28.657122092012315,21,223,2,0
1.3900104742971682,21,165,2,0
42.96542412020948,16,211,3,0
68.11323157702607,2,279,2,0
61.533447936900515,5,63,5,0
174.4366173158115,13,262,2,0
929.7031348148298,2,13,37,1
50.317863763321256,13,248,3,0
17.455740745273427,10,229,2,0
0.7247548153625422,10,286,5,0
47.42912247607641,8,257,2,0
30.42836931269406,5,63,3,0
34.57592651315416,14,28,2,0
1.5628371390714775,11,345,6,0
2.3114774739351045,5,53,4,0
165.0594491133788,0,252,7,0
18.55779084056181,15,38,0,0
78.4923678126605,19,308,3,0
21.255947791149396,14,334,1,0
21.317157800538475,1,139,2,0
131.17963087133407,16,53,4,0
7.155709314290955,2,94,2,0
24.342932326911505,2,94,9,0
7.968126710594592,4,263,3,0
8.423349442159836,16,323,2,0
10.822807934037364,22,137,6,0
31.320334253359462,16,256,1,0
7.709881028662013,19,37,4,0
247.5251643909277,5,142,3,0
3.3561194990719314,0,147,4,0
13.821933461163834,6,8,5,0
8.335619874068401,14,251,3,0
362.8377514732356,6,135,6,0
29.758343695506618,18,59,3,0
158.17295384630066,19,123,6,0
1.0293003030009313,21,263,4,0
34.26418130588123,10,120,3,0
119.01643481288836,22,259,5,0
23.678512197650715,13,323,2,0
1139.900849618677,22,14,47,1
7.137932008955744,19,301,3,0
336.5325516522222,8,353,3,0
1993.7972139653111,8,92,1,0
9.721334265070757,15,164,3,0
8.239955613522657,11,144,4,0
367.5167714592572,9,335,2,0
473.0231316701689,5,315,2,0
7.058834449191742,17,238,3,0
8.6678984301341,1,174,4,0
11.432163954934715,19,83,2,0
1.3649243118855228,8,157,3,0
3.198545281880199,18,109,2,0
18.5841981064314,23,6,23,1
4.324968554803482,1,250,3,0
18.73943684178081,14,253,6,0
32.086310181486716,16,55,3,0
446.3042907456702,15,155,1,0
2.7272449355742396,20,91,2,0
143.83183389271525,7,339,4,0
13.092274344556772,9,126,5,0
18.19364906469059,9,337,4,0
77.4504970346719,17,169,3,0
2.1266669818106476,9,139,2,0
430.2400964573095,3,19,96,1
28.019604234788382,23,66,7,0
53.78004717452336,18,111,0,0
35.81394303433517,0,184,4,0
2726.0263539104253,3,268,5,0
5.609827842752699,23,170,5,0
6.944889671148306,2,362,4,0
5.776043583318679,9,244,0,0
44.727360251732705,22,13,82,1
5.613788173445399,17,138,3,0
1592.8805904953435,22,14,16,1
344.12621562953836,19,7,8,0
6.414155934125228,5,333,3,0
3.8010937482007097,20,317,1,0
51.56437941920561,1,51,1,0
6.656234348035292,9,136,1,0
71.22640707282248,1,178,2,0
30.139784454688836,8,129,4,0
0.9690023615497805,9,197,1,0
